gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Vrai_Churn,Prediction_IA_Churn
Male,0,True,True,72,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Credit card (automatic),88.7,6501.35,False,0
Female,0,False,False,34,True,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,True,Bank transfer (automatic),79.95,2727.3,False,0
Male,1,False,False,8,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,100.6,819.4,True,1
Male,0,True,True,1,True,No,DSL,No,No,No,No,No,No,Month-to-month,False,Electronic check,44.55,44.55,False,1
Female,0,False,False,30,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),19.4,578.5,False,0
Male,1,False,False,35,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,101.4,3496.3,True,1
Male,0,True,True,44,False,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,True,Credit card (automatic),54.05,2375.2,False,0
Male,0,False,False,7,True,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,True,Credit card (automatic),89.35,631.85,True,1
Male,0,True,False,52,True,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Electronic check,106.3,5487,False,0
Male,0,False,False,10,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Electronic check,75.05,786.3,False,1
Male,0,False,True,2,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.25,48.35,False,0
Male,1,True,True,68,True,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,True,Electronic check,84.65,5683.6,False,1
Male,0,True,True,34,True,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,True,Electronic check,89.85,3091.75,False,1
Female,0,False,False,70,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Credit card (automatic),26.05,1856.4,False,0
Female,0,True,True,9,True,No,DSL,No,Yes,No,Yes,Yes,No,One year,True,Mailed check,65.6,593.3,False,0
Male,0,True,False,72,True,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,True,Credit card (automatic),108.95,7875,False,0
Male,0,False,True,62,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,True,Electronic check,104.05,6590.5,False,0
Male,0,True,True,4,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),19.5,96.85,False,0
Male,0,False,True,23,True,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,False,Electronic check,54.15,1312.45,False,0
Female,1,False,False,8,True,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,92.1,729.95,True,1
Female,0,True,True,27,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Electronic check,24.5,761.95,False,0
Female,0,True,True,71,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,True,Credit card (automatic),95.15,6770.85,False,0
Male,0,False,False,64,True,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,True,Credit card (automatic),100.3,6603.8,False,0
Male,0,False,False,13,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Electronic check,19.95,253.8,False,0
Female,0,True,False,59,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,False,Electronic check,101.1,6039.9,True,1
Male,0,True,True,58,True,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,True,Credit card (automatic),94.7,5430.35,False,0
Male,0,False,False,12,True,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,True,Mailed check,53.75,648.65,False,0
Male,0,True,True,71,True,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,False,Credit card (automatic),100.2,7209,False,0
Female,1,False,False,35,False,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,True,Electronic check,39.85,1434.6,False,1
Male,0,False,False,67,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Credit card (automatic),116.2,7752.3,True,0
Male,0,True,True,35,True,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,True,Electronic check,89.7,3165.6,False,0
Male,0,True,False,10,True,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,79.95,857.2,True,1
Female,1,False,False,7,True,No,DSL,No,Yes,No,No,No,No,Month-to-month,True,Mailed check,51.3,419.35,False,0
Female,0,True,True,8,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Mailed check,19.85,146.6,False,0
Female,1,False,False,11,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Bank transfer (automatic),95.15,997.65,True,1
Male,0,False,True,17,True,No,DSL,No,No,No,No,No,No,One year,False,Mailed check,44.6,681.4,False,0
Female,0,True,True,72,True,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Bank transfer (automatic),85.3,6129.2,False,0
Female,0,False,False,38,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Electronic check,24.25,914.4,False,0
Female,0,True,True,23,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),20.4,478.75,False,0
Female,0,True,False,47,True,No,DSL,Yes,No,Yes,No,Yes,No,One year,True,Credit card (automatic),66.05,3021.45,False,0
Male,0,False,False,20,True,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,True,Electronic check,88.7,1761.45,True,1
Male,1,True,True,66,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Credit card (automatic),99.5,6822.15,True,1
Female,0,False,False,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,70.85,70.85,True,1
Male,0,False,False,43,True,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,True,Credit card (automatic),90.65,3882.3,False,0
Male,0,False,False,61,True,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,False,Electronic check,104.0,6363.45,False,0
Female,0,False,False,41,True,Yes,DSL,No,Yes,No,No,No,No,One year,True,Credit card (automatic),56.3,2364,False,0
Male,0,False,False,22,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Credit card (automatic),24.85,493.4,False,0
Male,0,True,True,52,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,24.8,1229.1,False,0
Female,0,True,False,10,True,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,True,Credit card (automatic),67.8,653.15,False,1
Male,0,False,False,25,True,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,True,Electronic check,105.5,2686.05,False,1
Male,0,False,False,14,True,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,True,Electronic check,89.95,1178.4,True,1
Male,0,True,False,18,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,94.75,1691.9,False,1
Male,0,False,True,3,True,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,False,Mailed check,70.7,225.65,False,0
Male,0,True,False,53,True,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,False,Bank transfer (automatic),97.75,5043.2,False,0
Female,0,False,False,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Mailed check,70.7,70.7,False,1
Female,0,True,True,72,True,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,True,Bank transfer (automatic),76.8,5468.45,False,0
Female,0,True,True,2,False,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,False,Bank transfer (automatic),29.05,44.75,False,0
Female,1,True,False,42,True,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,True,Credit card (automatic),74.15,3229.4,True,1
Female,0,False,False,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,70.3,70.3,True,1
Female,1,False,False,1,True,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,False,Electronic check,78.45,78.45,True,1
Male,0,False,False,44,True,No,DSL,Yes,No,No,Yes,Yes,No,One year,False,Electronic check,65.4,2774.55,False,0
Female,0,True,True,33,True,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,True,Electronic check,93.8,3124.5,True,0
Male,0,False,False,51,True,No,Fiber optic,Yes,No,No,No,Yes,No,One year,False,Mailed check,86.35,4267.15,False,0
Female,0,True,True,28,True,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,True,Electronic check,90.45,2509.25,False,0
Female,0,True,False,57,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),19.9,1115.6,False,0
Female,0,False,False,10,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,19.9,199.45,False,0
Female,0,True,False,49,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Bank transfer (automatic),20.05,923.1,False,0
Male,0,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.05,20.05,False,1
Female,0,False,False,2,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.5,31.55,True,0
Male,0,False,False,25,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.6,541.5,False,0
Male,0,True,True,53,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Mailed check,19.4,1110.35,False,0
Female,0,True,True,72,True,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,True,Bank transfer (automatic),95.9,6954.15,False,0
Male,0,True,True,62,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Bank transfer (automatic),19.95,1244.8,False,0
Female,1,True,True,32,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,True,Electronic check,100.4,3217.65,False,1
Male,0,False,True,8,False,No phone service,DSL,No,No,No,No,No,No,Month-to-month,False,Mailed check,25.5,215.2,True,0
Female,0,True,True,56,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Mailed check,24.45,1385.85,False,0
Female,0,False,False,1,True,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,False,Electronic check,76.35,76.35,True,1
Male,0,False,False,1,True,No,DSL,No,No,No,Yes,No,No,Month-to-month,False,Mailed check,49.05,49.05,False,1
Male,0,False,False,43,True,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Electronic check,77.85,3365.85,True,1
Male,0,True,False,71,False,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,False,Electronic check,49.35,3515.25,True,0
Female,1,False,False,3,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Credit card (automatic),75.05,256.25,True,1
Male,0,False,False,50,True,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,True,Credit card (automatic),90.1,4549.45,False,0
Male,0,False,True,3,True,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,False,Electronic check,91.85,257.05,True,1
Male,1,True,False,4,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,70.2,280.35,False,1
Male,0,True,False,49,False,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,False,Credit card (automatic),49.65,2409.9,False,0
Male,1,True,True,20,True,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,False,Credit card (automatic),94.3,1818.3,False,0
Female,0,True,True,33,True,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,True,Mailed check,103.7,3467,True,0
Female,0,False,False,4,False,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,True,Electronic check,33.65,137.85,True,1
Male,0,True,True,2,True,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,False,Electronic check,97.1,184.15,False,1
Male,1,True,False,24,True,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,93.15,2231.05,True,1
Female,0,False,False,45,True,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,False,Mailed check,73.55,3349.1,False,0
Female,0,False,False,1,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,70.1,70.1,True,1
Female,0,True,False,3,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,95.2,292.85,True,1
Female,0,True,False,70,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,True,Electronic check,110.5,7752.05,False,0
Female,0,True,True,59,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,True,Electronic check,106.15,6256.2,False,1
Male,0,False,False,28,True,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,False,Electronic check,91.0,2626.15,False,0
Male,0,True,True,13,True,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Mailed check,96.65,1162.85,True,1
Male,0,True,True,69,True,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,True,Credit card (automatic),79.2,5420.65,False,0
Female,0,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,20.25,20.25,True,1
Male,0,True,False,55,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,True,Electronic check,104.15,5743.05,True,1
Female,0,False,False,1,True,No,DSL,No,No,No,Yes,No,No,Month-to-month,True,Electronic check,50.8,50.8,True,1
Male,0,False,False,13,True,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,False,Mailed check,98.15,1230.25,True,1
Male,0,True,False,52,True,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,True,Mailed check,75.4,3865.45,False,0
Female,0,True,True,22,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.9,400.3,False,0
Male,0,False,False,1,True,No,DSL,No,No,Yes,No,No,No,Month-to-month,False,Mailed check,50.9,50.9,True,1
Male,0,True,True,51,False,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,False,Electronic check,59.3,3014.65,True,0
Female,0,True,True,48,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),20.65,1057,False,0
Male,1,True,False,65,True,No,Fiber optic,No,No,No,No,No,No,One year,True,Bank transfer (automatic),70.95,4555.2,False,0
Female,0,True,True,23,True,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,False,Electronic check,85.6,1868.4,False,1
Female,0,True,False,2,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,70.35,120.25,False,1
Male,0,False,False,10,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Credit card (automatic),20.0,198.7,False,0
Female,0,True,True,71,True,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Credit card (automatic),87.25,6328.7,False,0
Male,0,False,False,63,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,25.25,1559.3,False,0
Female,0,False,False,68,True,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),82.45,5646.6,False,0
Male,0,True,False,17,True,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,False,Credit card (automatic),90.2,1454.15,True,0
Male,0,True,False,62,False,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,True,Bank transfer (automatic),39.0,2337.45,False,0
Male,0,True,True,1,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,74.5,74.5,True,1
Male,0,False,False,6,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,19.15,124.4,False,0
Male,0,False,False,10,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Credit card (automatic),19.75,208.25,False,0
Male,0,False,False,2,True,No,DSL,Yes,No,No,No,No,No,Month-to-month,True,Electronic check,47.8,92.45,True,1
Female,0,True,True,39,True,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,True,Credit card (automatic),99.95,3767.4,False,1
Male,0,True,False,38,True,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,True,Electronic check,110.7,4428.6,False,1
Female,0,False,False,5,True,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,False,Credit card (automatic),53.85,259.8,True,0
Female,0,False,False,3,True,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,True,Electronic check,60.25,170.5,False,1
Male,0,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Bank transfer (automatic),19.75,19.75,False,1
Male,0,True,True,67,True,No,DSL,Yes,No,Yes,Yes,No,No,Two year,True,Bank transfer (automatic),60.4,3953.7,False,0
Female,0,False,False,5,True,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,False,Electronic check,80.2,384.25,False,1
Female,0,False,False,5,False,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,False,Electronic check,39.5,210.75,True,1
Female,0,True,False,64,True,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),85.0,5484.4,False,0
Male,0,True,True,1,True,No,DSL,No,No,No,No,No,No,Month-to-month,True,Mailed check,45.85,45.85,True,1
Male,0,False,False,70,False,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,True,Mailed check,40.05,2799.75,False,0
Male,0,True,True,50,True,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,True,Bank transfer (automatic),103.4,5236.4,False,0
Male,0,False,False,10,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,20.35,176.3,False,0
Female,0,False,False,42,True,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,False,Bank transfer (automatic),59.65,2536.55,False,0
Female,0,True,True,8,True,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,False,Electronic check,55.75,446.8,False,0
Male,0,True,False,65,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Credit card (automatic),20.4,1414.45,False,0
Female,1,True,False,52,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,True,Electronic check,106.5,5621.85,False,1
Female,0,True,False,71,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Credit card (automatic),89.3,6388.65,False,0
Female,0,False,False,1,False,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,False,Bank transfer (automatic),29.95,29.95,True,1
Male,0,False,False,8,False,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,False,Mailed check,29.35,216.45,False,0
Male,0,False,False,6,True,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,True,Bank transfer (automatic),59.15,336.7,False,0
Male,0,False,False,1,True,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,False,Mailed check,62.05,62.05,True,1
Male,0,True,True,44,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,25.7,1110.5,False,0
Female,0,True,True,71,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,False,Bank transfer (automatic),100.5,7030.65,False,0
Male,0,False,False,31,True,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,True,Electronic check,81.15,2640.55,False,1
Female,0,True,True,38,True,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,False,Electronic check,54.5,2076.05,False,0
Female,1,False,False,4,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,94.3,424.45,True,1
Male,0,True,True,72,False,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),65.1,4754.3,False,0
Female,1,True,False,42,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,True,Electronic check,95.55,3930.6,False,1
Female,0,True,False,56,True,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,True,Bank transfer (automatic),85.6,4902.8,False,0
Male,0,False,True,33,True,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,True,Bank transfer (automatic),95.3,3275.15,False,0
Female,1,False,False,57,True,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,False,Credit card (automatic),101.3,5779.6,False,0
Female,0,True,False,34,True,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,False,Electronic check,62.65,2274.9,True,0
Male,0,False,False,24,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,True,Bank transfer (automatic),99.65,2404.85,False,1
Male,0,False,False,3,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Mailed check,19.45,69.25,False,0
Male,0,False,False,42,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Electronic check,25.05,949.85,False,0
Female,0,False,False,30,True,No,DSL,Yes,No,No,No,No,No,Month-to-month,True,Mailed check,48.8,1536.75,False,0
Male,1,True,False,58,False,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,True,Electronic check,45.3,2651.2,True,1
Female,1,True,False,43,False,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,False,Credit card (automatic),55.55,2342.2,True,0
Female,1,False,False,50,True,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,True,Electronic check,106.8,5347.95,False,1
Male,0,True,False,3,False,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,False,Credit card (automatic),29.8,94.4,False,1
Female,0,True,False,28,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,25.55,672.2,False,0
Male,0,True,False,70,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,False,Credit card (automatic),115.65,7968.85,True,0
Female,1,False,False,32,True,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,True,Electronic check,79.5,2665,False,1
Male,0,False,False,1,True,No,DSL,No,No,No,No,No,No,Month-to-month,True,Mailed check,45.7,45.7,True,1
Male,0,False,False,1,True,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,True,Electronic check,75.9,75.9,True,1
Male,0,False,False,62,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),19.85,1253.65,False,0
Female,0,True,False,67,True,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,True,Electronic check,111.25,7511.65,False,0
Female,0,False,False,54,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,True,Bank transfer (automatic),97.2,5129.45,False,0
Female,0,True,True,17,True,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,True,Credit card (automatic),55.35,920.5,False,0
Female,0,True,True,17,True,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,False,Electronic check,94.4,1607.2,True,1
Male,1,True,False,71,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),24.85,1901,False,0
Female,0,True,True,62,True,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,True,Credit card (automatic),106.05,6703.5,False,0
Female,1,False,False,71,True,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,True,Credit card (automatic),99.65,7181.25,False,0
Female,0,False,False,15,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Bank transfer (automatic),19.75,297.3,True,0
Male,0,True,True,70,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),20.05,1360.25,False,0
Female,1,True,False,72,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),89.85,6697.35,False,0
Male,0,False,False,7,True,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,False,Mailed check,74.65,544.55,True,1
Female,0,False,False,2,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,20.05,39.25,False,0
Male,1,True,True,65,True,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,True,Electronic check,85.75,5688.45,False,0
Female,0,True,True,56,True,No,Fiber optic,No,No,No,No,Yes,Yes,One year,False,Bank transfer (automatic),88.9,4968,False,0
Female,0,False,False,6,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),19.65,116.85,False,0
Male,1,True,False,72,True,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,False,Bank transfer (automatic),74.4,5360.75,False,0
Female,0,True,True,59,True,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,True,Credit card (automatic),75.95,4542.35,False,0
Female,1,False,False,42,True,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,False,Electronic check,55.65,2421.75,False,0
Female,0,False,False,72,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),111.6,8012.75,False,0
Female,0,True,True,2,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,71.65,135.75,False,1
Female,0,True,False,5,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,68.95,351.5,False,1
Male,0,True,False,15,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,101.1,1504.05,True,1
Female,0,False,False,6,True,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,True,Electronic check,89.75,552.65,False,1
Female,0,True,True,34,True,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,False,Mailed check,84.75,2839.45,False,0
Female,1,False,False,14,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,104.85,1531.4,True,1
Male,0,False,False,2,True,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,True,Mailed check,54.45,87.3,False,1
Female,0,True,True,22,True,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,False,Mailed check,61.15,1422.05,True,0
Male,0,False,False,43,False,No phone service,DSL,Yes,No,Yes,No,No,No,One year,True,Credit card (automatic),35.2,1463.7,False,0
Female,0,False,False,9,False,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,False,Mailed check,58.5,539.85,True,0
Female,0,True,True,60,False,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,False,Credit card (automatic),59.85,3590.2,False,0
Male,0,True,True,66,False,No phone service,DSL,No,No,No,Yes,Yes,Yes,Two year,False,Bank transfer (automatic),50.55,3364.55,False,0
Female,1,True,False,65,True,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,False,Bank transfer (automatic),105.25,6786.4,True,0
Female,0,False,False,30,True,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,True,Credit card (automatic),79.3,2427.1,False,0
Female,0,False,False,7,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,True,Electronic check,73.85,511.25,True,1
Male,0,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Bank transfer (automatic),20.2,20.2,False,1
